iter	RMSE
488	19.66431842
489	19.62232325
490	19.60154147
491	19.59408542
492	19.5778408
493	19.57783974
494	19.51608361
495	19.51605521
496	19.48379427
497	19.46370828
498	19.46296116
499	19.38269649
500	19.38140529
501	19.36903288
502	19.36788961
503	19.36788926
504	19.36284366
505	19.27163626
506	19.22338163
507	19.12325313
508	19.08535072
509	19.06569392
510	19.06453681
511	19.05466931
512	19.04293675
513	18.95905792
514	18.86437581
515	18.86436399
516	18.86425669
517	18.84853576
518	18.8428193
519	18.84265298
520	18.78529094
521	18.71542437
522	18.71083278
523	18.70815345
524	18.6974885
525	18.68997402
526	18.68367749
527	18.68330716
528	18.68209804
529	18.65230876
530	18.63138875
531	18.6313886
532	18.62601749
533	18.57523556
534	18.57353604
535	18.57316348
536	18.5706809
537	18.56950465
538	18.55091976
539	18.48554896
540	18.48554849
541	18.48554151
542	18.48351429
543	18.44760332
544	18.44700621
545	18.44700482
546	18.44471646
547	18.44420772
548	18.39565414
549	18.36986368
550	18.36761045
551	18.32825056
552	18.32804303
553	18.328043
554	18.14703408
555	18.14703361
556	18.08725004
557	18.02386123
558	18.01466069
559	18.0141875
560	18.01322305
561	18.00724744
562	17.98613752
563	17.9822102
564	17.96446465
565	17.96446005
566	17.95102973
567	17.94002675
568	17.93826218
569	17.93826184
570	17.89101262
571	17.89023407
572	17.83914885
573	17.83850196
574	17.82975847
575	17.8212494
576	17.82124906
577	17.7402245
578	17.73452211
579	17.73447036
580	17.71136991
581	17.71086882
582	17.71073539
583	17.71027316
584	17.70968106
585	17.7089396
586	17.70783439
587	17.70776467
588	17.66919056
589	17.6531114
590	17.61829755
591	17.61532577
592	17.58861927
593	17.55446322
594	17.5540678
595	17.54706004
596	17.51947413
597	17.51702384
598	17.51515111
599	17.51273242
600	17.51130432
601	17.42086208
602	17.41883906
603	17.4178563
604	17.41785609
605	17.3740206
606	17.37399956
607	17.32024936
608	17.31516723
609	17.29259993
610	17.24575249
611	17.21416448
612	17.19885295
613	17.14210729
614	17.09797838
615	17.09553331
616	17.02987138
617	17.02428744
618	16.97777867
619	16.97773012
620	16.97516931
621	16.92985125
622	16.92723139
623	16.8899744
624	16.84527163
625	16.84527154
626	16.84346628
627	16.84113661
628	16.80951705
629	16.80343835
630	16.79935756
631	16.73900627
632	16.73848586
633	16.73793361
634	16.73427619
635	16.73422264
636	16.71115606
637	16.65943818
638	16.62030565
639	16.58251874
640	16.54766799
641	16.50226049
642	16.45942634
643	16.4149746
644	16.4149746
645	16.41295124
646	16.33665485
647	16.33665478
648	16.28937102
649	16.28934889
650	16.28517864
651	16.28384209
652	16.283842
653	16.26584862
654	16.24145675
655	16.24145669
656	16.23079693
657	16.18942297
658	16.13822904
659	16.12431218
660	16.11622724
661	16.11523949
662	16.07238274
663	16.03524341
664	15.97378365
665	15.87145723
666	15.84815438
667	15.84242744
668	15.80862816
669	15.73805166
670	15.72710332
671	15.67768815
672	15.62020687
673	15.61997962
674	15.61779935
675	15.59026271
676	15.59025473
677	15.5887067
678	15.52970654
679	15.52970626
680	15.52970603
681	15.52848413
682	15.528484
683	15.52590646
684	15.52292035
685	15.52275929
686	15.50621853
687	15.47751033
688	15.47745383
689	15.4254968
690	15.37885441
691	15.37030792
692	15.34609882
693	15.32024622
694	15.31944415
695	15.31944409
696	15.31324231
697	15.31296179
698	15.31296176
699	15.30960008
700	15.27709547
701	15.27709547
702	15.27399441
703	15.27372332
704	15.26339721
705	15.23206892
706	15.1428211
707	15.1428208
708	15.14222051
709	15.13684358
710	15.13272052
711	15.13264926
712	15.11861731
713	15.09304865
714	15.09205462
715	15.08852016
716	15.08847399
717	15.0565397
718	15.01768775
719	15.00531004
720	15.00530957
721	14.93183992
722	14.9148671
723	14.88640752
724	14.86903546
725	14.86738288
726	14.8673815
727	14.81010462
728	14.8063766
729	14.77860426
730	14.7775488
731	14.70513908
732	14.70340891
733	14.69242562
734	14.67761929
735	14.67696873
736	14.67696846
737	14.67679841
738	14.62567132
739	14.60382536
740	14.5585223
741	14.52742158
742	14.50523888
743	14.48719141
744	14.44684985
745	14.44684872
746	14.40485806
747	14.37992458
748	14.35166617
749	14.35049383
750	14.34802477
751	14.31360822
752	14.23638317
753	14.22579021
754	14.18167646
755	14.18078739
756	14.16889437
757	14.14340866
758	14.1252758
759	14.12495789
760	14.12476158
761	14.12470927
762	14.12377311
763	14.08986865
764	14.06131382
765	14.05534284
766	14.0467659
767	14.04676554
768	14.03293136
769	14.01963648
770	14.01915939
771	13.97154204
772	13.97154174
773	13.95609675
774	13.87658325
775	13.80493673
776	13.79358838
777	13.78827585
778	13.76066736
779	13.76046061
780	13.75239091
781	13.73077786
782	13.73063845
783	13.73063808
784	13.72754402
785	13.70620945
786	13.68244199
787	13.67238316
788	13.65005565
789	13.60988505
790	13.57998206
791	13.55774077
792	13.54976363
793	13.54976287
794	13.51127017
795	13.49103281
796	13.4638301
797	13.46382986
798	13.4281793
