iter	RMSE
345	0.05620380734
346	0.05620003869
347	0.05608107639
348	0.05601015003
349	0.05598046421
350	0.0558859712
351	0.05583218484
352	0.05581371954
353	0.0557272374
354	0.05566890129
355	0.0556610415
356	0.0556033
357	0.0555141862
358	0.05543901554
359	0.05537731356
360	0.05535503943
361	0.05530791779
362	0.055305289
363	0.05527037435
364	0.05524023879
365	0.05520552755
366	0.05517519371
367	0.0551608764
368	0.05509514424
369	0.05506106369
370	0.05502675156
371	0.05501998515
372	0.05501008203
373	0.05499895886
374	0.05498177796
375	0.05493863641
376	0.05493477684
377	0.05485744798
378	0.05485628906
379	0.05485253357
380	0.05479845904
381	0.05479562409
382	0.05477209655
383	0.05470758153
384	0.05468714609
385	0.05464851457
386	0.05464728627
387	0.05460659452
388	0.05452252481
389	0.05449370204
390	0.05449321686
391	0.0544348371
392	0.05441981236
393	0.05438833587
394	0.05438604482
395	0.05432377248
396	0.05428835434
397	0.05423961738
398	0.05420416722
399	0.05413255385
400	0.05406171016
401	0.05403034411
402	0.05398146078
403	0.05394024297
404	0.05393983237
405	0.05392570127
406	0.05392260131
407	0.05387746118
408	0.05386230448
409	0.05385615324
410	0.05382218579
411	0.05378855159
412	0.05377110076
413	0.05376922925
414	0.0537161168
415	0.05366951538
416	0.05365996502
417	0.05365864668
418	0.05360805676
419	0.05355520526
420	0.05351147656
421	0.053472129
422	0.05347130198
423	0.05345862577
424	0.05344380159
425	0.0534299671
426	0.0533936202
427	0.05330000604
428	0.05324084397
429	0.05320690356
430	0.05318129921
431	0.05313308047
432	0.05311731599
433	0.05311202065
434	0.05309670817
435	0.05304272545
436	0.05295269232
437	0.05294149198
438	0.05293248475
439	0.05286169454
440	0.05282734204
441	0.05281326569
442	0.0527818274
443	0.05274034077
444	0.05272918012
445	0.05268368172
446	0.05264861348
447	0.05257982221
448	0.0525149754
449	0.05246703304
450	0.0524412603
451	0.05244069359
452	0.05236647337
453	0.05235529754
454	0.05233881188
455	0.05233366745
456	0.05231410828
457	0.05226579574
458	0.052260369
459	0.05223873658
460	0.05220834618
461	0.0522012769
462	0.05216841137
463	0.05216439677
464	0.05214265014
465	0.05212091382
466	0.05211529816
467	0.05208019858
468	0.05205086877
469	0.05202505765
470	0.05199803295
471	0.05196847705
472	0.05196597118
473	0.05194472173
474	0.05194179414
475	0.05192544067
476	0.05189612841
477	0.05187023765
478	0.05186161162
479	0.05183697506
480	0.05181093261
481	0.05177347246
482	0.05173275811
483	0.05172674721
484	0.05169440338
485	0.05167726332
486	0.05167662036
487	0.05167077127
488	0.05165312062
489	0.05161318044
490	0.05157757365
491	0.05156204048
492	0.05150810592
493	0.05148045204
494	0.05142751374
495	0.05139249687
496	0.05139051232
497	0.05138831242
498	0.05138165138
499	0.05131181918
500	0.0512961976
501	0.05127038333
502	0.05125621829
503	0.05121225838
504	0.05117872302
505	0.05117569469
506	0.05115980294
507	0.05111606448
508	0.05110183381
509	0.05102077145
510	0.05098366169
511	0.05097366091
512	0.05096619999
513	0.05093643858
514	0.05091165308
515	0.05089440802
516	0.05086507473
517	0.05083514244
518	0.05081134876
519	0.05079760234
520	0.05079248533
521	0.05077048743
522	0.05076505719
523	0.05070310993
524	0.0506810669
525	0.05065274244
526	0.05064727877
527	0.05064435905
528	0.05062006082
529	0.05057472791
530	0.05052639893
531	0.05050695867
